zipcode,city,state,county,latitude,longitude
94571,Rio Vista,CA,Solano,38.1637,-121.7016
94585,Suisun City,CA,Solano,38.2408,-122.042
94589,Vallejo,CA,Solano,38.1582,-122.2804
94590,Vallejo,CA,Solano,38.1053,-122.2474
94591,Vallejo,CA,Solano,38.0985,-122.2124
94592,Vallejo,CA,Solano,38.0968,-122.2699
95620,Dixon,CA,Solano,38.4403,-121.8088
95625,Elmira,CA,Solano,38.3482,-121.91
95687,Vacaville,CA,Solano,38.3482,-121.9538
95688,Vacaville,CA,Solano,38.3847,-121.9887
95696,Vacaville,CA,Solano,38.43,-122.0168
94922,Bodega,CA,Sonoma,38.3514,-122.9741
94923,Bodega Bay,CA,Sonoma,38.3309,-123.0373
94926,Rohnert Park,CA,Sonoma,38.3396,-122.7011
94927,Rohnert Park,CA,Sonoma,38.3396,-122.7011
94928,Rohnert Park,CA,Sonoma,38.347,-122.6941
94931,Cotati,CA,Sonoma,38.3259,-122.7048
94951,Penngrove,CA,Sonoma,38.3153,-122.6483
94952,Petaluma,CA,Sonoma,38.2403,-122.6777
94953,Petaluma,CA,Sonoma,38.2324,-122.6367
94954,Petaluma,CA,Sonoma,38.2507,-122.6155
94955,Petaluma,CA,Sonoma,38.2324,-122.6367
94972,Valley Ford,CA,Sonoma,38.318,-122.9242
94975,Petaluma,CA,Sonoma,38.2324,-122.6367
94999,Petaluma,CA,Sonoma,38.2675,-122.6581
95401,Santa Rosa,CA,Sonoma,38.4432,-122.7547
95402,Santa Rosa,CA,Sonoma,38.4399,-122.7096
95403,Santa Rosa,CA,Sonoma,38.4822,-122.7473
95404,Santa Rosa,CA,Sonoma,38.4405,-122.7144
95405,Santa Rosa,CA,Sonoma,38.4386,-122.6727
95406,Santa Rosa,CA,Sonoma,38.4399,-122.7096
95407,Santa Rosa,CA,Sonoma,38.4089,-122.7339
95409,Santa Rosa,CA,Sonoma,38.4592,-122.6393
95412,Annapolis,CA,Sonoma,38.7026,-123.3539
95416,Boyes Hot Springs,CA,Sonoma,38.3141,-122.4843
95419,Camp Meeker,CA,Sonoma,38.425,-122.9485
95421,Cazadero,CA,Sonoma,38.5918,-123.1965
95425,Cloverdale,CA,Sonoma,38.7931,-123.0074
95430,Duncans Mills,CA,Sonoma,38.4538,-123.055
95431,Eldridge,CA,Sonoma,38.3488,-122.5108
95433,El Verano,CA,Sonoma,38.2993,-122.4867
95436,Forestville,CA,Sonoma,38.4923,-122.9042
95439,Fulton,CA,Sonoma,38.4947,-122.7761
95441,Geyserville,CA,Sonoma,38.7173,-122.8834
95442,Glen Ellen,CA,Sonoma,38.3662,-122.5196
95444,Graton,CA,Sonoma,38.4335,-122.8676
95446,Guerneville,CA,Sonoma,38.5055,-122.9965
95448,Healdsburg,CA,Sonoma,38.6184,-122.862
95450,Jenner,CA,Sonoma,38.4987,-123.1974
95452,Kenwood,CA,Sonoma,38.4168,-122.5547
95462,Monte Rio,CA,Sonoma,38.4706,-123.0172
95465,Occidental,CA,Sonoma,38.4087,-122.9954
95471,Rio Nido,CA,Sonoma,38.521,-122.9769
95472,Sebastopol,CA,Sonoma,38.3941,-122.8433
95473,Sebastopol,CA,Sonoma,38.4022,-122.8227
95476,Sonoma,CA,Sonoma,38.2849,-122.4696
95480,Stewarts Point,CA,Sonoma,38.7082,-123.3478
95486,Villa Grande,CA,Sonoma,38.4741,-123.0242
95487,Vineburg,CA,Sonoma,38.2725,-122.4375
95492,Windsor,CA,Sonoma,38.5443,-122.8073
95497,The Sea Ranch,CA,Sonoma,38.7256,-123.4675
95307,Ceres,CA,Stanislaus,37.5833,-120.9496
95313,Crows Landing,CA,Stanislaus,37.4218,-121.0411
95316,Denair,CA,Stanislaus,37.539,-120.7758
95319,Empire,CA,Stanislaus,37.6382,-120.9005
95323,Hickman,CA,Stanislaus,37.6156,-120.7011
95326,Hughson,CA,Stanislaus,37.5964,-120.8627
95328,Keyes,CA,Stanislaus,37.5591,-120.9148
95329,La Grange,CA,Stanislaus,37.6899,-120.3851
95350,Modesto,CA,Stanislaus,37.6746,-121.0113
95351,Modesto,CA,Stanislaus,37.6236,-120.9966
95352,Modesto,CA,Stanislaus,37.6566,-121.0191
95353,Modesto,CA,Stanislaus,37.6424,-120.9999
95354,Modesto,CA,Stanislaus,37.6409,-120.9749
95355,Modesto,CA,Stanislaus,37.6717,-120.9482
95356,Modesto,CA,Stanislaus,37.7005,-121.0252
95357,Modesto,CA,Stanislaus,37.6693,-120.8817
95358,Modesto,CA,Stanislaus,37.6237,-121.0438
95360,Newman,CA,Stanislaus,37.3097,-121.0805
95361,Oakdale,CA,Stanislaus,37.7741,-120.8377
95363,Patterson,CA,Stanislaus,37.4826,-121.1648
95367,Riverbank,CA,Stanislaus,37.7298,-120.942
95368,Salida,CA,Stanislaus,37.7083,-121.0864
95380,Turlock,CA,Stanislaus,37.4888,-120.8535
95381,Turlock,CA,Stanislaus,37.4994,-120.8428
95382,Turlock,CA,Stanislaus,37.5239,-120.8517
95386,Waterford,CA,Stanislaus,37.652,-120.7292
95387,Westley,CA,Stanislaus,37.5452,-121.2255
95397,Modesto,CA,Stanislaus,37.6566,-121.0191
95659,Nicolaus,CA,Sutter,38.8657,-121.557
95668,Pleasant Grove,CA,Sutter,38.8115,-121.4982
95674,Rio Oso,CA,Sutter,38.967,-121.4773
95676,Robbins,CA,Sutter,38.8702,-121.7052
95953,Live Oak,CA,Sutter,39.2601,-121.6923
95957,Meridian,CA,Sutter,39.052,-121.8061
95982,Sutter,CA,Sutter,39.1779,-121.7758
95991,Yuba City,CA,Sutter,39.1051,-121.6202
95992,Yuba City,CA,Sutter,39.023,-121.6116
95993,Yuba City,CA,Sutter,39.1237,-121.6611
96021,Corning,CA,Tehama,39.9296,-122.196
96029,Flournoy,CA,Tehama,39.9024,-122.4918
96035,Gerber,CA,Tehama,40.043,-122.1649
96055,Los Molinos,CA,Tehama,40.0497,-122.0992
96059,Manton,CA,Tehama,40.4331,-121.8365
96061,Mill Creek,CA,Tehama,40.3263,-121.5228
96063,Mineral,CA,Tehama,40.3564,-121.571
96074,Paskenta,CA,Tehama,39.8772,-122.5814
96075,Paynes Creek,CA,Tehama,40.3514,-121.765
96078,Proberta,CA,Tehama,40.0815,-122.1705
96080,Red Bluff,CA,Tehama,40.1795,-122.2383
96090,Tehama,CA,Tehama,40.0271,-122.1233
96092,Vina,CA,Tehama,39.9272,-122.025
95527,Burnt Ranch,CA,Trinity,40.7897,-123.4113
95552,Mad River,CA,Trinity,40.3316,-123.3904
95563,Salyer,CA,Trinity,40.8558,-123.573
95595,Zenia,CA,Trinity,40.2147,-123.3911
96010,Big Bar,CA,Trinity,40.748,-123.229
96024,Douglas City,CA,Trinity,40.6342,-122.9239
96041,Hayfork,CA,Trinity,40.5504,-123.1634
96046,Hyampom,CA,Trinity,40.6137,-123.4488
96048,Junction City,CA,Trinity,40.7411,-123.0718
96052,Lewiston,CA,Trinity,40.746,-122.8426
96091,Trinity Center,CA,Trinity,41.0615,-122.7239
96093,Weaverville,CA,Trinity,40.7317,-122.9353
93201,Alpaugh,CA,Tulare,35.8877,-119.4873
93207,California Hot Springs,CA,Tulare,35.8818,-118.6561
93208,Camp Nelson,CA,Tulare,36.1427,-118.6093
93218,Ducor,CA,Tulare,35.8916,-119.0473
93219,Earlimart,CA,Tulare,35.8744,-119.281
93221,Exeter,CA,Tulare,36.3041,-119.1293
93223,Farmersville,CA,Tulare,36.3002,-119.2054
93227,Goshen,CA,Tulare,36.3572,-119.4254
93235,Ivanhoe,CA,Tulare,36.3856,-119.2189
93237,Kaweah,CA,Tulare,36.4727,-118.9029
93244,Lemon Cove,CA,Tulare,36.4969,-118.9941
93247,Lindsay,CA,Tulare,36.2096,-119.0884
93256,Pixley,CA,Tulare,35.9553,-119.2564
93257,Porterville,CA,Tulare,36.0686,-119.0315
93258,Porterville,CA,Tulare,36.0331,-119.0073
93260,Posey,CA,Tulare,35.8135,-118.6643
93261,Richgrove,CA,Tulare,35.805,-119.1315
93262,Sequoia National Park,CA,Tulare,36.6007,-118.711
93265,Springville,CA,Tulare,36.1363,-118.7961
93267,Strathmore,CA,Tulare,36.1472,-119.0792
93270,Terra Bella,CA,Tulare,35.957,-119.0312
93271,Three Rivers,CA,Tulare,36.4377,-118.8875
93272,Tipton,CA,Tulare,36.0546,-119.3078
93274,Tulare,CA,Tulare,36.2022,-119.338
93275,Tulare,CA,Tulare,36.2077,-119.3473
93277,Visalia,CA,Tulare,36.3114,-119.3065
93278,Visalia,CA,Tulare,36.3302,-119.2921
93279,Visalia,CA,Tulare,36.3302,-119.2921
93282,Waukena,CA,Tulare,36.1296,-119.5161
93286,Woodlake,CA,Tulare,36.4313,-119.0918
93290,Visalia,CA,Tulare,36.3291,-119.2925
93291,Visalia,CA,Tulare,36.3551,-119.301
93292,Visalia,CA,Tulare,36.3302,-119.2921
93603,Badger,CA,Tulare,36.6313,-119.0132
93615,Cutler,CA,Tulare,36.5243,-119.287
93618,Dinuba,CA,Tulare,36.5349,-119.3909
93619,Clovis,CA,Tulare,36.8432,-119.6518
93633,Kings Canyon National Pk,CA,Tulare,36.7341,-118.9588
93647,Orosi,CA,Tulare,36.5464,-119.2815
93666,Sultana,CA,Tulare,36.5455,-119.3401
93670,Yettem,CA,Tulare,36.4718,-119.2594
93673,Traver,CA,Tulare,36.4552,-119.4848
95305,Big Oak Flat,CA,Tuolumne,37.8235,-120.2582
95309,Chinese Camp,CA,Tuolumne,37.8594,-120.4069
95310,Columbia,CA,Tuolumne,38.044,-120.3971
95321,Groveland,CA,Tuolumne,37.8298,-120.1037
95327,Jamestown,CA,Tuolumne,37.8906,-120.4717
95335,Long Barn,CA,Tuolumne,38.093,-120.1344
95346,Mi Wuk Village,CA,Tuolumne,38.0675,-120.1794
95347,Moccasin,CA,Tuolumne,37.8108,-120.2988
95364,Pinecrest,CA,Tuolumne,38.1889,-119.9924
95370,Sonora,CA,Tuolumne,37.9957,-120.3368
95372,Soulsbyville,CA,Tuolumne,37.9926,-120.2624
95373,Standard,CA,Tuolumne,37.9666,-120.3108
95375,Strawberry,CA,Tuolumne,38.2042,-120.0101
95379,Tuolumne,CA,Tuolumne,37.9678,-120.2357
95383,Twain Harte,CA,Tuolumne,38.0454,-120.2178
91319,Newbury Park,CA,Ventura,34.1842,-118.9107
91320,Newbury Park,CA,Ventura,34.1774,-118.9358
91358,Thousand Oaks,CA,Ventura,34.1706,-118.8376
91359,Westlake Village,CA,Ventura,34.1458,-118.8056
91360,Thousand Oaks,CA,Ventura,34.2092,-118.8739
91361,Westlake Village,CA,Ventura,34.1472,-118.8383
91362,Thousand Oaks,CA,Ventura,34.1948,-118.8232
91377,Oak Park,CA,Ventura,34.185,-118.7669
93001,Ventura,CA,Ventura,34.3308,-119.3584
93002,Ventura,CA,Ventura,34.2783,-119.2932
93003,Ventura,CA,Ventura,34.2846,-119.2222
93004,Ventura,CA,Ventura,34.2788,-119.1651
93005,Ventura,CA,Ventura,34.2783,-119.2932
93006,Ventura,CA,Ventura,34.2783,-119.2932
93007,Ventura,CA,Ventura,34.2783,-119.2932
93009,Ventura,CA,Ventura,34.3562,-119.1462
93010,Camarillo,CA,Ventura,34.2313,-119.0464
93011,Camarillo,CA,Ventura,34.2164,-119.0376
93012,Camarillo,CA,Ventura,34.2218,-118.9866
93015,Fillmore,CA,Ventura,34.3992,-118.9182
93016,Fillmore,CA,Ventura,34.3992,-118.9182
93020,Moorpark,CA,Ventura,34.2856,-118.882
93021,Moorpark,CA,Ventura,34.2784,-118.8771
93022,Oak View,CA,Ventura,34.402,-119.2982
93023,Ojai,CA,Ventura,34.4451,-119.2565
93024,Ojai,CA,Ventura,34.448,-119.2429
93030,Oxnard,CA,Ventura,34.2141,-119.175
93031,Oxnard,CA,Ventura,34.0324,-119.1343
93032,Oxnard,CA,Ventura,34.1975,-119.1771
93033,Oxnard,CA,Ventura,34.1685,-119.1717
93034,Oxnard,CA,Ventura,34.0324,-119.1343
93035,Oxnard,CA,Ventura,34.1822,-119.216
93036,Oxnard,CA,Ventura,34.2351,-119.182
93040,Piru,CA,Ventura,34.4352,-118.7855
93041,Port Hueneme,CA,Ventura,34.1626,-119.1973
93042,Point Mugu Nawc,CA,Ventura,34.1134,-119.1124
93043,Port Hueneme Cbc Base,CA,Ventura,34.1621,-119.2074
93044,Port Hueneme,CA,Ventura,34.1478,-119.1951
93060,Santa Paula,CA,Ventura,34.3547,-119.0713
93061,Santa Paula,CA,Ventura,34.3542,-119.0593
93062,Simi Valley,CA,Ventura,34.2694,-118.7815
93063,Simi Valley,CA,Ventura,34.3046,-118.6844
93064,Brandeis,CA,Ventura,34.2582,-118.7107
93065,Simi Valley,CA,Ventura,34.2656,-118.7653
93066,Somis,CA,Ventura,34.2798,-119.0115
93094,Simi Valley,CA,Ventura,34.2694,-118.7815
93099,Simi Valley,CA,Ventura,34.2694,-118.7815
95605,West Sacramento,CA,Yolo,38.5927,-121.5325
95606,Brooks,CA,Yolo,38.8065,-122.2039
95607,Capay,CA,Yolo,38.7209,-122.0912
95612,Clarksburg,CA,Yolo,38.3945,-121.5641
95616,Davis,CA,Yolo,38.5538,-121.7418
95617,Davis,CA,Yolo,38.5494,-121.7253
95618,Davis,CA,Yolo,38.5449,-121.7405
95627,Esparto,CA,Yolo,38.7061,-122.0152
95637,Guinda,CA,Yolo,38.8407,-122.2036
95645,Knights Landing,CA,Yolo,38.8517,-121.7334
95653,Madison,CA,Yolo,38.6802,-121.9721
95679,Rumsey,CA,Yolo,38.8953,-122.3079
95691,West Sacramento,CA,Yolo,38.5673,-121.5516
95694,Winters,CA,Yolo,38.5322,-121.9676
95695,Woodland,CA,Yolo,38.6816,-121.8052
95697,Yolo,CA,Yolo,38.7343,-121.8066
95698,Zamora,CA,Yolo,38.8204,-121.9191
95776,Woodland,CA,Yolo,38.6808,-121.7411
95798,West Sacramento,CA,Yolo,38.5805,-121.5291
95799,West Sacramento,CA,Yolo,38.5713,-121.5715
95937,Dunnigan,CA,Yolo,38.887,-121.9992
95692,Wheatland,CA,Yuba,39.0337,-121.4235
95901,Marysville,CA,Yuba,39.1663,-121.5105
95903,Beale Afb,CA,Yuba,39.1115,-121.3604
95918,Browns Valley,CA,Yuba,39.2882,-121.3303
95919,Brownsville,CA,Yuba,39.4525,-121.2612
95922,Camptonville,CA,Yuba,39.4518,-121.0486
95925,Challenge,CA,Yuba,39.4685,-121.1936
95935,Dobbins,CA,Yuba,39.3662,-121.2256
95961,Olivehurst,CA,Yuba,39.0861,-121.5497
95962,Oregon House,CA,Yuba,39.3459,-121.2663
95972,Rackerby,CA,Yuba,39.4256,-121.3252
95981,Strawberry Valley,CA,Yuba,39.687,-121.045
